"form_id","lexeme","cell","phon_form","orth_form","overabundance_tag","comment","source","POS"
"f536","cöcapaseeeja_2","real-t.pos.3.sg.dist","kw t a p a s e: e x a","cö t a p a s ee e j a",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f537","cöcapaseeeja_2","real-t.pos.3.pl.neut","kw t a p a s e: e ɬ k o x","cö t a p a s ee e l c o j",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f538","cöcapaseeeja_2","real-t.pos.3.pl.mult","kw t a p a s e: e ɬ k o x","cö t a p a s ee e l c o j",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f539","cöcatiiitx","real-t.pos.3.sg.neut","kw t a t i: i t χ","cö t a t ii i t x",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f540","cöcatiiitx","real-t.pos.3.sg.mult","kw t a t i: i t χ i m","cö t a t ii i t x i m",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f541","cöcatiiitx","real-t.pos.3.sg.dist","kw t a t i: i t χ i m","cö t a t ii i t x i m",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f542","coccoiimaj","real-t.pos.3.sg.neut","kw t k o i: m a x","cö t c o ii m a j",,,"Moser_Marlett_2010","verb"
"f543","coccoiimaj","real-t.pos.3.sg.mult","kw t k o i: m a ɬ i m","cö t c o ii m a l i m","variant forms",,"Moser_Marlett_2010","verb"
"f544","coccoiimaj","real-t.pos.3.sg.mult","kw t k o i: m ɬ","cö t c o ii m l","variant forms",,"Moser_Marlett_2010","verb"
"f545","coccoiimaj","real-t.pos.3.sg.dist","kw t k o i: m a ɬ i m","cö t c o ii m a l i m","variant forms",,"Moser_Marlett_2010","verb"
"f546","coccoiimaj","real-t.pos.3.sg.dist","kw t k o i: m ɬ","cö t c o ii m l","variant forms",,"Moser_Marlett_2010","verb"
"f547","coccoiimaj","real-t.pos.3.pl.neut","kw t k o i: m ɬ k","cö t c o ii m l c",,,"Moser_Marlett_2010","verb"
"f548","coccoiimaj","real-t.pos.3.pl.mult","kw t k o i: m ɬ k","cö t c o ii m l c",,,"Moser_Marlett_2010","verb"
"f549","cöqueesyat","real-t.pos.3.sg.neut","kw t e: s j a t","cö t ee s y a t",,,"Moser_Marlett_2010","verb"
"f550","cöqueesyat","real-t.pos.3.sg.mult","kw t e: s j a t","cö t ee s y a t",,,"Moser_Marlett_2010","verb"
"f551","cöqueesyat","real-t.pos.3.sg.dist","kw t e: s j a t","cö t ee s y a t",,,"Moser_Marlett_2010","verb"
"f552","cöqueesyat","real-t.pos.3.pl.neut","kw t e: s j a t o x","cö t ee s y a t o j",,,"Moser_Marlett_2010","verb"
"f553","cöqueesyat","real-t.pos.3.pl.mult","kw t e: s j a t o x","cö t ee s y a t o j",,,"Moser_Marlett_2010","verb"
"f554","cöqueexetim","real-t.pos.3.sg.neut","kw t e: χ e t i m","cö t ee x e t i m",,,"Moser_Marlett_2010","verb"
"f555","cöqueexetim","real-t.pos.3.sg.mult","kw t e: χ e t i m","cö t ee x e t i m",,,"Moser_Marlett_2010","verb"
"f556","cöqueexetim","real-t.pos.3.sg.dist","kw t e: χ e t i m","cö t ee x e t i m",,,"Moser_Marlett_2010","verb"
"f557","cöqueexetim","real-t.pos.3.pl.neut","kw t e: χ t o","cö t ee x t o",,,"Moser_Marlett_2010","verb"
"f558","cöqueexetim","real-t.pos.3.pl.mult","kw t e: χ t o ɬ k a","cö t ee x t o l c a",,,"Moser_Marlett_2010","verb"
"f559","cöquicösaj","real-t.pos.3.sg.neut","kw t i kw s a x","cö t i cö s a j",,,"Moser_Marlett_2010","verb"
"f560","cöquicösaj","real-t.pos.3.sg.mult","kw t i kw s a x","cö t i cö s a j",,,"Moser_Marlett_2010","verb"
"f561","cöquicösaj","real-t.pos.3.sg.dist","kw t i kw s a x","cö t i cö s a j",,,"Moser_Marlett_2010","verb"
"f562","cöquicösaj","real-t.pos.3.pl.neut","kw t i kw s a x","cö t i cö s a j",,,"Moser_Marlett_2010","verb"
"f563","cöquicösaj","real-t.pos.3.pl.mult","kw t i kw s a x","cö t i cö s a j",,,"Moser_Marlett_2010","verb"
"f564","cöihiihat","real-t.pos.3.sg.neut","kw t i ʔ i: ʔ a t","cö t i h ii h a t",,,"Moser_Marlett_2010","verb"
"f565","cöihiihat","real-t.pos.3.sg.mult","kw t i ʔ i: ʔ a t i m","cö t i h ii h a t i m",,,"Moser_Marlett_2010","verb"
"f566","cöihiihat","real-t.pos.3.sg.dist","kw t i ʔ i: ʔ a t i m","cö t i h ii h a t i m",,,"Moser_Marlett_2010","verb"
"f567","cöihiihat","real-t.pos.3.pl.neut","kw t i ʔ i: ʔ a t x","cö t i h ii h a t j",,,"Moser_Marlett_2010","verb"
"f568","cöihiihat","real-t.pos.3.pl.mult","kw t i ʔ i: ʔ a x a m","cö t i h ii h a j a m",,,"Moser_Marlett_2010","verb"
"f569","cöihiimat","real-t.pos.3.sg.neut","kw t i ʔ i: m a t","cö t i h ii m a t",,,"Moser_Marlett_2010","verb"
"f570","cöihiimat","real-t.pos.3.sg.mult","kw t i ʔ i: m a t i m","cö t i h ii m a t i m",,,"Moser_Marlett_2010","verb"
"f571","cöihiimat","real-t.pos.3.sg.dist","kw t i ʔ i: m a t i m","cö t i h ii m a t i m",,,"Moser_Marlett_2010","verb"
"f572","cöihiimat","real-t.pos.3.pl.neut","kw t i ʔ i: m a t x","cö t i h ii m a t j",,,"Moser_Marlett_2010","verb"
"f573","cöihiimat","real-t.pos.3.pl.mult","kw t i ʔ i: m a x a m","cö t i h ii m a j a m",,,"Moser_Marlett_2010","verb"
"f574","cöquihmeel","real-t.pos.3.sg.neut","kw t i ʔ m e: ɬ","cö t i h m ee l",,,"Moser_Marlett_2010","verb"
"f575","cöquihmeel","real-t.pos.3.sg.mult","kw t i ʔ m e: ɬ","cö t i h m ee l",,,"Moser_Marlett_2010","verb"
"f576","cöquihmeel","real-t.pos.3.sg.dist","kw t i ʔ m e: ɬ","cö t i h m ee l",,,"Moser_Marlett_2010","verb"
"f577","cöquihmeel","real-t.pos.3.pl.neut","kw t i ʔ m e: e ɬ o x","cö t i h m ee e l o j",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f578","cöquihmeel","real-t.pos.3.pl.mult","kw t i ʔ m e: e ɬ o x","cö t i h m ee e l o j",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f579","cöquiin","real-t.pos.3.sg.neut","kw t i: n","cö t ii n",,,"Moser_Marlett_2010","verb"
"f580","cöquiin","real-t.pos.3.sg.mult","kw t i: n","cö t ii n",,,"Moser_Marlett_2010","verb"
"f581","cöquiin","real-t.pos.3.sg.dist","kw t i: n","cö t ii n",,,"Moser_Marlett_2010","verb"
"f582","cöquiin","real-t.pos.3.pl.neut","kw t i: n i k o ɬ","cö t ii n i c o l",,,"Moser_Marlett_2010","verb"
"f583","cöquiin","real-t.pos.3.pl.mult","kw t i: n i k o ɬ","cö t ii n i c o l",,,"Moser_Marlett_2010","verb"
"f584","cöquiin_2","real-t.pos.3.sg.neut","kw t i: n","cö t ii n",,,"Moser_Marlett_2010","verb"
"f585","cöquiin_2","real-t.pos.3.sg.mult","kw t i: n t i m","cö t ii n t i m",,,"Moser_Marlett_2010","verb"
"f586","cöquiin_2","real-t.pos.3.sg.dist","kw t i: n t i m","cö t ii n t i m",,,"Moser_Marlett_2010","verb"
"f587","cöquiin_2","real-t.pos.3.pl.neut","kw t i: n i k o ɬ","cö t ii n i c o l",,,"Moser_Marlett_2010","verb"
"f588","cöquiin_2","real-t.pos.3.pl.mult","kw t i: n i k o ɬ","cö t ii n i c o l",,,"Moser_Marlett_2010","verb"
"f589","cöquiipax","real-t.pos.3.sg.neut","kw t i: p a χ","cö t ii p a x",,,"Moser_Marlett_2010","verb"
"f590","cöquiipax","real-t.pos.3.sg.mult","kw t i: p a χ i m","cö t ii p a x i m",,,"Moser_Marlett_2010","verb"
"f591","cöquiipax","real-t.pos.3.sg.dist","kw t i: p a χ i m","cö t ii p a x i m",,,"Moser_Marlett_2010","verb"
"f592","cöquiipax","real-t.pos.3.pl.neut","kw t i: p t a x k","cö t ii p t a j c",,,"Moser_Marlett_2010","verb"
"f593","cöquiipax","real-t.pos.3.pl.mult","kw t i: p t a χ ɬ k a","cö t ii p t a x l c a",,,"Moser_Marlett_2010","verb"
"f594","cöquiipni","real-t.pos.3.sg.neut","kw t i: p n i","cö t ii p n i",,,"Moser_Marlett_2010","verb"
"f595","cöquiipni","real-t.pos.3.sg.mult","kw t i: p n i","cö t ii p n i",,,"Moser_Marlett_2010","verb"
"f596","cöquiipni","real-t.pos.3.sg.dist","kw t i: p n i","cö t ii p n i",,,"Moser_Marlett_2010","verb"
"f597","cöquiipni","real-t.pos.3.pl.neut","kw t i: p ʃ o x","cö t ii p z o j",,,"Moser_Marlett_2010","verb"
"f598","cöquiipni","real-t.pos.3.pl.mult","kw t i: p ʃ o ɬ k a","cö t ii p z o l c a",,,"Moser_Marlett_2010","verb"
"f599","cöquimáhjö","real-t.pos.3.sg.neut","kw t i m a ʔ xw","cö t i m a h jö",,,"Moser_Marlett_2010","verb"
"f600","cöquimáhjö","real-t.pos.3.sg.mult","kw t i m a ʔ xw","cö t i m a h jö",,,"Moser_Marlett_2010","verb"
"f601","cöquimáhjö","real-t.pos.3.sg.dist","kw t i m a ʔ xw","cö t i m a h jö",,,"Moser_Marlett_2010","verb"
"f602","cöquimasol","real-t.pos.3.sg.neut","kw t i m a s o ɬ","cö t i m a s o l",,,"Moser_Marlett_2010","verb"
"f603","cöquimasol","real-t.pos.3.sg.mult","kw t i m a s o ɬ i m","cö t i m a s o l i m",,,"Moser_Marlett_2010","verb"
"f604","cöquimasol","real-t.pos.3.sg.dist","kw t i m a s o ɬ i m","cö t i m a s o l i m",,,"Moser_Marlett_2010","verb"
"f605","cöquimasol","real-t.pos.3.pl.neut","kw t i m a s ɬ o","cö t i m a s l o",,,"Moser_Marlett_2010","verb"
"f606","cöquimasol","real-t.pos.3.pl.mult","kw t i m a s o ɬ a m","cö t i m a s o l a m",,,"Moser_Marlett_2010","verb"
"f607","cöquimix","real-t.pos.3.sg.neut","kw t i m i χ","cö t i m i x",,,"Moser_Marlett_2010","verb"
"f608","cöquimix","real-t.pos.3.sg.mult","kw t i m i χ i m","cö t i m i x i m",,,"Moser_Marlett_2010","verb"
"f609","cöquimix","real-t.pos.3.sg.dist","kw t i m i χ i m","cö t i m i x i m",,,"Moser_Marlett_2010","verb"
"f610","cöquimix","real-t.pos.3.pl.neut","kw t i m t a x k","cö t i m t a j c",,,"Moser_Marlett_2010","verb"
"f611","cöquimix","real-t.pos.3.pl.mult","kw t i m t a ɬ k a","cö t i m t a l c a",,,"Moser_Marlett_2010","verb"
"f612","cöquipoaax","real-t.pos.3.sg.neut","kw t i p o a: χ","cö t i p o aa x",,,"Moser_Marlett_2010","verb"
"f613","cöquipoaax","real-t.pos.3.sg.mult","kw t i p o a: χ i m","cö t i p o aa x i m",,,"Moser_Marlett_2010","verb"
"f614","cöquipoaax","real-t.pos.3.sg.dist","kw t i p o a: χ i m","cö t i p o aa x i m",,,"Moser_Marlett_2010","verb"
"f615","cöquipoaax","real-t.pos.3.pl.neut","kw t i p o a: χ o ɬ k a","cö t i p o aa x o l c a",,,"Moser_Marlett_2010","verb"
"f616","cöquipoaax","real-t.pos.3.pl.mult","kw t i p o a: χ o ɬ k a","cö t i p o aa x o l c a",,,"Moser_Marlett_2010","verb"
"f617","cöquipócj","real-t.pos.3.sg.neut","kw t i p o k x","cö t i p o c j",,,"Moser_Marlett_2010","verb"
"f618","cöquipócj","real-t.pos.3.sg.mult","kw t i p o k x","cö t i p o c j",,,"Moser_Marlett_2010","verb"
"f619","cöquipócj","real-t.pos.3.sg.dist","kw t i p o k x","cö t i p o c j",,,"Moser_Marlett_2010","verb"
"f620","cöquipócj","real-t.pos.3.pl.neut","kw t i p o k ʃ i ɬ","cö t i p o c z i l",,,"Moser_Marlett_2010","verb"
"f621","cöquipócj","real-t.pos.3.pl.mult","kw t i p o k ʃ i ɬ","cö t i p o c z i l",,,"Moser_Marlett_2010","verb"
"f622","cöquipootizx","real-t.pos.3.sg.neut","kw t i p o: t i ʃ χ","cö t i p oo t i z x",,,"Moser_Marlett_2010","verb"
"f623","cöquipootizx","real-t.pos.3.sg.mult","kw t i p o: t i ʃ χ","cö t i p oo t i z x",,,"Moser_Marlett_2010","verb"
"f624","cöquipootizx","real-t.pos.3.sg.dist","kw t i p o: t i ʃ χ","cö t i p oo t i z x",,,"Moser_Marlett_2010","verb"
"f625","cöquipootizx","real-t.pos.3.pl.neut","kw t i p o: t i k a χ ɬ k a","cö t i p oo t i c a x l c a",,,"Moser_Marlett_2010","verb"
"f626","cöquipootizx","real-t.pos.3.pl.mult","kw t i p o: t i k a χ ɬ k a","cö t i p oo t i c a x l c a",,,"Moser_Marlett_2010","verb"
"f627","quitalhaa_2","real-t.pos.3.sg.neut","kw t i t a ɬ ʔ a:","cö t i t a l h aa",,,"Moser_Marlett_2010","verb"
"f628","quitalhaa_2","real-t.pos.3.sg.mult","kw t i t a ɬ ʔ a: t i m","cö t i t a l h aa t i m",,,"Moser_Marlett_2010","verb"
"f629","quitalhaa_2","real-t.pos.3.sg.dist","kw t i t a ɬ ʔ a: t i m","cö t i t a l h aa t i m",,,"Moser_Marlett_2010","verb"
"f630","quitalhaa_2","real-t.pos.3.pl.neut","kw t i t a ɬ ʔ a: xw","cö t i t a l h aa jö",,,"Moser_Marlett_2010","verb"
"f631","quitalhaa_2","real-t.pos.3.pl.mult","kw t i t a ɬ ʔ a: ɬ k a","cö t i t a l h aa l c a",,,"Moser_Marlett_2010","verb"
"f632","cöquíyoca","real-t.pos.3.sg.neut","kw t i j o k a","cö t i y o c a",,,"Moser_Marlett_2010","verb"
"f633","cöquíyoca","real-t.pos.3.sg.mult","kw t i j o k a","cö t i y o c a",,,"Moser_Marlett_2010","verb"
"f634","cöquíyoca","real-t.pos.3.sg.dist","kw t i j o k a","cö t i y o c a",,,"Moser_Marlett_2010","verb"
"f635","cöquíyoca","real-t.pos.3.pl.neut","kw t i j o x k a","cö t i y o j c a",,,"Moser_Marlett_2010","verb"
"f636","cöquíyoca","real-t.pos.3.pl.mult","kw t i j o x k a","cö t i y o j c a",,,"Moser_Marlett_2010","verb"
"f637","cocmít","real-t.pos.3.sg.neut","kw t m i t","cö t m i t",,,"Moser_Marlett_2010","verb"
"f638","cocmít","real-t.pos.3.sg.mult","kw t m i t t i m","cö t m i t t i m",,,"Moser_Marlett_2010","verb"
"f639","cocmít","real-t.pos.3.sg.dist","kw t m i t t i m","cö t m i t t i m",,,"Moser_Marlett_2010","verb"
"f640","cocmít","real-t.pos.3.pl.neut","kw t m i t χ a m","cö t m i t x a m",,,"Moser_Marlett_2010","verb"
"f641","cocmít","real-t.pos.3.pl.mult","kw t m i t χ a m","cö t m i t x a m",,,"Moser_Marlett_2010","verb"
"f642","cocmonjc","real-t.pos.3.sg.neut","kw t m o n x k","cö t m o n j c",,,"Moser_Marlett_2010","verb"
"f643","cocmonjc","real-t.pos.3.sg.mult","kw t m o n a x o x","cö t m o n a j o j",,,"Moser_Marlett_2010","verb"
"f644","cocmonjc","real-t.pos.3.sg.dist","kw t m o n a x o x","cö t m o n a j o j",,,"Moser_Marlett_2010","verb"
"f645","cocmonjc","real-t.pos.3.pl.neut","kw t m o n x o x","cö t m o n j o j",,,"Moser_Marlett_2010","verb"
"f646","cocmonjc","real-t.pos.3.pl.mult","kw t m o n x o x","cö t m o n j o j",,,"Moser_Marlett_2010","verb"
"f647","cocnaafij","real-t.pos.3.sg.neut","kw t n a: f i x","cö t n aa f i j",,,"Moser_Marlett_2010","verb"
"f648","cocnaafij","real-t.pos.3.sg.mult","kw t n a: f i ɬ i m","cö t n aa f i l i m",,,"Moser_Marlett_2010","verb"
"f649","cocnaafij","real-t.pos.3.sg.dist","kw t n a: f i ɬ i m","cö t n aa f i l i m",,,"Moser_Marlett_2010","verb"
"f650","cocnaafij","real-t.pos.3.pl.neut","kw t n a: f i ɬ k","cö t n aa f i l c","variant forms",,"Moser_Marlett_2010","verb"
"f651","cocnaafij","real-t.pos.3.pl.neut","kw t n a: f ɬ k","cö t n aa f l c","variant forms",,"Moser_Marlett_2010","verb"
"f652","cocnaafij","real-t.pos.3.pl.mult","kw t n a: f i ɬ k o x","cö t n aa f i l c o j",,,"Moser_Marlett_2010","verb"
"f653","cöcocosot","real-t.pos.3.sg.neut","kw t o k o s o t","cö t o c o s o t",,,"Moser_Marlett_2010","verb"
"f654","cöcocosot","real-t.pos.3.sg.mult","kw t o k o s o t","cö t o c o s o t",,,"Moser_Marlett_2010","verb"
"f655","cöcocosot","real-t.pos.3.sg.dist","kw t o k o s o t","cö t o c o s o t",,,"Moser_Marlett_2010","verb"
"f656","cöcocosot","real-t.pos.3.pl.neut","kw t o k o s o t x","cö t o c o s o t j",,,"Moser_Marlett_2010","verb"
"f657","cöcocosot","real-t.pos.3.pl.mult","kw t o k o s o t x","cö t o c o s o t j",,,"Moser_Marlett_2010","verb"
"f658","cöcocótajquim","real-t.pos.3.sg.neut","kw t o k o t a x k i m","cö t o c o t a j qu i m",,,"Moser_Marlett_2010","verb"
"f659","cöcocótajquim","real-t.pos.3.sg.mult","kw t o k o t a x k i m","cö t o c o t a j qu i m",,,"Moser_Marlett_2010","verb"
"f660","cöcocótajquim","real-t.pos.3.sg.dist","kw t o k o t a x k i m","cö t o c o t a j qu i m",,,"Moser_Marlett_2010","verb"
"f661","cöcocótajquim","real-t.pos.3.pl.neut","kw t o k o: t x o x","cö t o c oo t j o j",,,"Moser_Marlett_2010","verb"
"f662","cöcocótajquim","real-t.pos.3.pl.mult","kw t o k o: t x o x","cö t o c oo t j o j",,,"Moser_Marlett_2010","verb"
"f663","cöcomixoz","real-t.pos.3.sg.neut","kw t o m i χ o ʃ","cö t o m i x o z",,,"Moser_Marlett_2010","verb"
"f664","cöcomixoz","real-t.pos.3.sg.mult","kw t o m i χ o ʃ i m","cö t o m i x o z i m",,,"Moser_Marlett_2010","verb"
"f665","cöcomixoz","real-t.pos.3.sg.dist","kw t o m i χ o ʃ i m","cö t o m i x o z i m",,,"Moser_Marlett_2010","verb"
"f666","cöcomixoz","real-t.pos.3.pl.neut","kw t o m i χ o x o x","cö t o m i x o j o j",,,"Moser_Marlett_2010","verb"
"f667","cöcomixoz","real-t.pos.3.pl.mult","kw t o m i χ o x a m","cö t o m i x o j a m",,,"Moser_Marlett_2010","verb"
"f668","†cöcoomt","real-t.pos.3.sg.neut","kw t o: m t","cö t oo m t",,,"Moser_Marlett_2010","verb"
"f669","†cöcoomt","real-t.pos.3.sg.mult","kw t o: m t","cö t oo m t",,,"Moser_Marlett_2010","verb"
"f670","†cöcoomt","real-t.pos.3.sg.dist","kw t o: m t","cö t oo m t",,,"Moser_Marlett_2010","verb"
"f671","†cöcoomt","real-t.pos.3.pl.neut","kw t o: m ɬ a x k","cö t oo m l a j c",,,"Moser_Marlett_2010","verb"
"f672","†cöcoomt","real-t.pos.3.pl.mult","kw t o: m ɬ a x k","cö t oo m l a j c",,,"Moser_Marlett_2010","verb"
"f673","cöcootij","real-t.pos.3.sg.neut","kw t o: t i x","cö t oo t i j",,,"Moser_Marlett_2010","verb"
"f674","cöcootij","real-t.pos.3.sg.mult","kw t o: t i x","cö t oo t i j",,,"Moser_Marlett_2010","verb"
"f675","cöcootij","real-t.pos.3.sg.dist","kw t o: t i x","cö t oo t i j",,,"Moser_Marlett_2010","verb"
"f676","cöcootij","real-t.pos.3.pl.neut","kw t o: t i ɬ k","cö t oo t i l c",,,"Moser_Marlett_2010","verb"
"f677","cöcootij","real-t.pos.3.pl.mult","kw t o: t i ɬ k","cö t oo t i l c",,,"Moser_Marlett_2010","verb"
"f678","cöcoozp","real-t.pos.3.sg.neut","kw t o: ʃ p","cö t oo z p",,,"Moser_Marlett_2010","verb"
"f679","cöcoozp","real-t.pos.3.sg.mult","kw t o: ʃ o p i m","cö t oo z o p i m",,,"Moser_Marlett_2010","verb"
"f680","cöcoozp","real-t.pos.3.sg.dist","kw t o: ʃ o p i m","cö t oo z o p i m",,,"Moser_Marlett_2010","verb"
"f681","cöcoozp","real-t.pos.3.pl.neut","kw t o: ʃ o p o x","cö t oo z o p o j",,,"Moser_Marlett_2010","verb"
"f682","cöcoozp","real-t.pos.3.pl.mult","kw t o: ʃ o p o ɬ k a","cö t oo z o p o l c a",,,"Moser_Marlett_2010","verb"
"f683","cöcoqueepe","real-t.pos.3.sg.neut","kw t o k e: p e","cö t o qu ee p e",,,"Moser_Marlett_2010","verb"
"f684","cöcoqueepe","real-t.pos.3.sg.mult","kw t o k e: p e t i m","cö t o qu ee p e t i m",,,"Moser_Marlett_2010","verb"
"f685","cöcoqueepe","real-t.pos.3.sg.dist","kw t o k e: p e t i m","cö t o qu ee p e t i m",,,"Moser_Marlett_2010","verb"
"f686","cöcoqueepe","real-t.pos.3.pl.neut","kw t o k e: p t","cö t o qu ee p t",,,"Moser_Marlett_2010","verb"
"f687","cöcoqueepe","real-t.pos.3.pl.mult","kw t o k e: p t o ɬ k a","cö t o qu ee p t o l c a",,,"Moser_Marlett_2010","verb"
"f688","cöcozaclc","real-t.pos.3.sg.neut","kw t o ʃ a k ɬ k","cö t o z a c l c",,,"Moser_Marlett_2010","verb"
"f689","cöcozaclc","real-t.pos.3.sg.mult","kw t o ʃ a k a ɬ k i m","cö t o z a c a l qu i m",,,"Moser_Marlett_2010","verb"
"f690","cöcozaclc","real-t.pos.3.sg.dist","kw t o ʃ a k a ɬ k i m","cö t o z a c a l qu i m",,,"Moser_Marlett_2010","verb"
"f691","cöcozaclc","real-t.pos.3.pl.neut","kw t o ʃ a k ɬ k o x","cö t o z a c l c o j",,,"Moser_Marlett_2010","verb"
"f692","cöcozaclc","real-t.pos.3.pl.mult","kw t o ʃ a k a ɬ k a m","cö t o z a c a l c a m",,,"Moser_Marlett_2010","verb"
"f693","cocpám","real-t.pos.3.sg.neut","kw t p a m","cö t p a m",,,"Moser_Marlett_2010","verb"
"f694","cocpám","real-t.pos.3.sg.mult","kw t p a m t i m","cö t p a m t i m",,,"Moser_Marlett_2010","verb"
"f695","cocpám","real-t.pos.3.sg.dist","kw t p a m t i m","cö t p a m t i m",,,"Moser_Marlett_2010","verb"
"f696","cocpám","real-t.pos.3.pl.neut","kw t p a m ɬ k i m","cö t p a m l qu i m",,,"Moser_Marlett_2010","verb"
"f697","cocpám","real-t.pos.3.pl.mult","kw t p a m ɬ k a m","cö t p a m l c a m",,,"Moser_Marlett_2010","verb"
"f698","cocpatyax","real-t.pos.3.sg.neut","kw t p a t j a χ","cö t p a t y a x",,,"Moser_Marlett_2010","verb"
"f699","cocpatyax","real-t.pos.3.sg.mult","kw t p a t j a χ","cö t p a t y a x",,,"Moser_Marlett_2010","verb"
"f700","cocpatyax","real-t.pos.3.sg.dist","kw t p a t j a χ","cö t p a t y a x",,,"Moser_Marlett_2010","verb"
"f701","cocpatyax","real-t.pos.3.pl.neut","kw t p a t j a χ ɬ k a","cö t p a t y a x l c a",,,"Moser_Marlett_2010","verb"
"f702","cocpatyax","real-t.pos.3.pl.mult","kw t p a t j a χ ɬ k a","cö t p a t y a x l c a",,,"Moser_Marlett_2010","verb"
"f703","cocpémetx","real-t.pos.3.sg.neut","kw t p e m e t χ","cö t p e m e t x",,,"Moser_Marlett_2010","verb"
"f704","cocpémetx","real-t.pos.3.sg.mult","kw t p e m e t χ i m","cö t p e m e t x i m",,,"Moser_Marlett_2010","verb"
"f705","cocpémetx","real-t.pos.3.sg.dist","kw t p e m e t χ i m","cö t p e m e t x i m",,,"Moser_Marlett_2010","verb"
"f706","cocpémetx","real-t.pos.3.pl.neut","kw t p e m e t χ ɬ a x k","cö t p e m e t x l a j c",,,"Moser_Marlett_2010","verb"
"f707","cocpémetx","real-t.pos.3.pl.mult","kw t p e m e t χ ɬ a χ ɬ k a","cö t p e m e t x l a x l c a",,,"Moser_Marlett_2010","verb"
"f708","cocsiin","real-t.pos.3.sg.neut","kw t s i: n","cö t s ii n",,,"Moser_Marlett_2010","verb"
"f709","cocsiin","real-t.pos.3.sg.mult","kw t s i: n i m","cö t s ii n i m",,,"Moser_Marlett_2010","verb"
"f710","cocsiin","real-t.pos.3.sg.dist","kw t s i: n i m","cö t s ii n i m",,,"Moser_Marlett_2010","verb"
"f711","cocsiin","real-t.pos.3.pl.neut","kw t s i: x k","cö t s ii j c",,,"Moser_Marlett_2010","verb"
"f712","cocsiin","real-t.pos.3.pl.mult","kw t s i: x k","cö t s ii j c",,,"Moser_Marlett_2010","verb"
"f713","cocyáx","real-t.pos.3.sg.neut","kw t j a χ","cö t y a x",,,"Moser_Marlett_2010","verb"
"f714","cocyáx","real-t.pos.3.sg.mult","kw t j a χ","cö t y a x",,,"Moser_Marlett_2010","verb"
"f715","cocyáx","real-t.pos.3.sg.dist","kw t j a χ","cö t y a x",,,"Moser_Marlett_2010","verb"
"f716","cocyáx","real-t.pos.3.pl.neut","kw t j a χ i k o ɬ","cö t y a x i c o l",,,"Moser_Marlett_2010","verb"
"f717","cocyáx","real-t.pos.3.pl.mult","kw t j a χ i k o ɬ","cö t y a x i c o l",,,"Moser_Marlett_2010","verb"
"f718","coczeemjö","real-t.pos.3.sg.neut","kw t ʃ e: m xw","cö t z ee m jö",,,"Moser_Marlett_2010","verb"
"f719","coczeemjö","real-t.pos.3.sg.mult","kw t ʃ e: m xw","cö t z ee m jö",,,"Moser_Marlett_2010","verb"
"f720","coczeemjö","real-t.pos.3.sg.dist","kw t ʃ e: m xw","cö t z ee m jö",,,"Moser_Marlett_2010","verb"
"f721","coczeemjö","real-t.pos.3.pl.neut","kw t ʃ e: m e ɬ k o x","cö t z ee m e l c o j",,,"Moser_Marlett_2010","verb"
"f722","coczeemjö","real-t.pos.3.pl.mult","kw t ʃ e: m e ɬ k o x","cö t z ee m e l c o j",,,"Moser_Marlett_2010","verb"
"f723","iique","real-t.pos.3.sg.neut","i: t e","ii t e",,,"Moser_Marlett_2010","verb"
"f724","iique","real-t.pos.3.sg.mult","i: t e t i m","ii t e t i m",,,"Moser_Marlett_2010","verb"
"f725","iique","real-t.pos.3.sg.dist","i: t e t i m","ii t e t i m",,,"Moser_Marlett_2010","verb"
"f726","iique","real-t.pos.3.pl.neut","i: t j o x","ii t y o j",,,"Moser_Marlett_2010","verb"
"f727","iique","real-t.pos.3.pl.mult","i: t j o ɬ k a","ii t y o l c a",,,"Moser_Marlett_2010","verb"
"f728","imquiin","real-t.pos.3.sg.neut","i n t i: n","i n t ii n",,,"Moser_Marlett_2010","verb"
"f729","imquiin","real-t.pos.3.sg.mult","i n t i: n","i n t ii n",,,"Moser_Marlett_2010","verb"
"f730","imquiin","real-t.pos.3.sg.dist","i n t i: n","i n t ii n",,,"Moser_Marlett_2010","verb"
"f731","imquiin","real-t.pos.3.pl.neut","i n t i t o: i x","i n t i t oo i j",,,"Moser_Marlett_2010","verb"
"f732","imquiin","real-t.pos.3.pl.mult","i n t i t o: i x","i n t i t oo i j",,,"Moser_Marlett_2010","verb"
"f733","intcoozi","real-t.pos.3.sg.neut","i n t i t o: ʃ i","i n t i t oo z i",,,"Moser_Marlett_2010","verb"
"f734","intcoozi","real-t.pos.3.sg.mult","i n t i t o: ʃ i t i m","i n t i t oo z i t i m",,,"Moser_Marlett_2010","verb"
"f735","intcoozi","real-t.pos.3.sg.dist","i n t i t o: ʃ i t i m","i n t i t oo z i t i m",,,"Moser_Marlett_2010","verb"
